x,t,exact solution,numerical approximation,absolute error
0.2,0.5,0.00422728297276244,0.004397498790238493,0.00017021581747605347
0.5,0.5,0.007191883355826368,0.0074814718008737145,0.00028958844504734654
0.8,0.5,0.004227282972762441,0.0043974987899557255,0.00017021581719328487
