x,t,exact solution,numerical approximation,absolute error
0.25,0.05,0.435852277956189,0.43663000050426837,0.0007777225480793404
0.5,0.05,0.604607847854744,0.604741643202324,0.00013379534758006795
0.75,0.05,0.435852277956189,0.43663000050272227,0.0007777225465332438
